Balisto chocolat noisettes raisins;508;6.6;59.9;26.1;100 g
Balisto fruits des bois;213;3;23;11.8;1 unité
Balisto lait miel amande;517;7.4;54.6;29.9;100 g
Balisto muesli mix;508;6.9;57.5;27.9;100 g
Bambou pousses;35;0.2;6;2.3;100 g
Banana split charles alice 65 % fruits;80;1.6;13.1;2.4;1 pot
Banane;90;1.5;20;0;100 g
Banane (1 très petit fruit);72;0.88;18.5;0.27;1 unité
Banane - 1 fruit moyen (118 g);116.47;1.29;26.95;0.39;1 unité
Banane - 1 petit fruit (101 g);99.65;1.1;23.07;0.33;1 unité
Banane chips, cristallisée;512;0;60;31.2;100 g
Banane plantain;126;1.5;30;0;100 g
Bananes chips daco bello;545;2.3;58.4;33.6;100 g
Banania+lait écrémé;86.5;4.6;12.7;1.75;100 ml
Banette coeur de lin;251;9.6;49.4;1.83;100 g
Banquette de veau aux petits légumes en conserve (netto);83;5.8;7.6;3.3;100 g
Bar poisson;111;19;0;3.9;100 g
Barilla - pipe rigate;337;12.5;67.2;2;100 g
Barilla integrali blé complet;337;12.5;67.2;2;100 g
Barilla orizzonti ferro e lenticchie;340;14;66.5;2;100 g
Barilla sauce bolognese;95;4.5;6.8;5.5;100 g
Barquette 3 chatons de lu;350;4.4;78;2.5;100 g
Barquette fraise marque repere;384;4.8;74;4;100 g
Barquettes abricot lu;354;4;77;2;100 g
Barquettes framboise lu;354;4;77;2;100 g
Barre aux protéines herbalife;134;10;16;3;1 unité
Barre caramel 'repas minceur' gerlinéa : pour une barre de 31g;118;7.65;14.55;3.4;1 unité
Barre cereal nesquik;104;1.8;7.3;3.4;1 part
Barre cereale aux fruits rouges, fine ligne, leader price;72;1.5;13.8;0.9;1 portion
Barre céréale chocapic;421;7.4;61.8;13.9;100 g
Barre céréale grany chocolat lait/blé complet;70;0.91;13;1.7;1 unité
Barre céréale grany équilibre blé complet & chocolat noir;67;1;13;1.3;1 portion
Barre cereale noix de coco chocolat au lait carrefour;447;6.6;61.6;19.3;100 g
Barre céréale spécial form riz et blé complet ed;376;6;71;7.5;100 g
Barre céréales  pomme verte (carrefour);380;5.4;73.1;7.3;100 g
Barre céréales et chocolat - taillefine;79;1.1;15.5;1.3;1 unité
Barre céréales fitness chocolat blanc;90;1.3;15.4;1.7;1 unité
Barre céréales grany riz soufflé et chocolat;415;5.6;69;14;100 g
Barre céréales linessa (lidl) pomme;95;1.5;17.8;2.1;1 unité
Barre cereales proteine;320;20;41;9;100 g
Barre céréales sirius (lidl) choco banane;110;1.6;16.8;4;1 unité
Barre céréales-chocolat sundy : par unité;182;1.44;24;8.93;1 unité
Barre cerealiere a la pomme verte carrefour discount;380;5.4;73.1;7.3;100 g
Barre cerealiere chocolat cacahuetes 1er prix carrefour;452;9.9;63.4;17.6;100 g
Barre céréalières aux pépites de chocolat noir et à la cacahuète;452;9.9;63.4;17.6;100 g
Barre chocapic;104;1.9;16.5;3.5;1 unité
Barre chocolat gerlinea *2;237;15.5;28.8;6.9;1 portion
Barre croustillante chocolat céréales;384;26;37.4;13.9;100 g
Barre de céréale - casino chocolat noir;451;7.3;9.9;15.8;100 g
Barre de cereale - frosties;420;7;71;12;100 g
Barre de cereale - kelloggs all-bran nature;390;8;49;18;100 g
Barre de cereale - kelloggs barre fruit  n fibre;387;4.5;72;9;100 g
Barre de cereale - kelloggs extra chocolat;441;6;66;17;100 g
Barre de cereale - kelloggs rice krispies;418.6;7;68.4;13;100 g
Barre de cereale - kelloggs special k  pepites chocolat;403;9;76;7;100 g
Barre de cereale - kelloggs special k fruits rouges;389;8;78;5;100 g
Barre de cereale chocolat noir auchan;20.8;1.6;13.2;2.9;1 part
Barre de cereale grany 5 cereales et morceaux de fraises et framboises;76;0.9;13;2.3;1 unité
Barre de cereale nestle fitness(235g) chocolat au lait;87;1.3;16.9;1.6;1 unité
Barre de cereale pomme verte swing aldi;79;1.1;14.5;1.5;1 unité
Barre de cereale special k au choclat au lait;80;2;13;2;1 unité
Barre de céréales - cookie crisp (par portion de 22g);92;1.6;14.7;3;1 portion
Barre de céréales chocolat - leclerc;430;7.5;64;14;100 g
Barre de céréales chocolat caramel (casino famili);112;1.3;17.3;3.5;1 unité
Barre de céréales fuits rouges, fortimel nutricia;125;0;15;3.4;1 unité
Barre de céréales Grany Lu;395;4.7;72;10;100 g
Barre de céréales raisins et amandes gayelord hauser;86;0;15.7;2;1 unité
Barre de protéine (Oh Yeah !);422.2;33.3;37.2;17.7;100 g
Barre de régime gerlinéa (chocolat noir et blanc);395;22.9;45.6;14.1;100 g
Barre de régime gerlinéa saveur chocolat;382.2;25.2;46.4;11.1;100 g
Barre de son d'avoine dukan nature;81.63;4.88;13.88;1.25;1 portion
Barre de son d'avoine nature dukan;327;19.5;55.5;5;100 g
Barre diet npc saveur menthe (36g);122;10;7.2;5.8;1 unité
Barre énergétique vector;230;9.1;7;2.5;1 unité
Barre fitness chocolat blanc;385;5.7;65.4;7.1;100 g
Barre fourrée figues pruneaux ligne fine leader price;74;0.8;15;1.1;1 unité
Barre fruitée weigtwatchers;328;3.5;60;8;100 g
Barre gerlinéa chocolat;114;7.45;13.2;3.7;1 part
Barre gerlinea framboise;324;21;45.1;6.2;1 portion
Barre glacée bounty;279;3.9;26.9;17;100 g
Barre glacée bounty : par unité de 25ml;73;1.1;6.2;4.8;1 unité
Barre gourmande choco cafe;128;10;12.3;3.7;1 unité
Barre granola croquante aux fruits et aux noix - 100 g;484.13;8.88;65.15;20.89;100 g
Barre granola nutri-grain fourrée aux fraises (kellogg's);135;1.7;26.05;2.98;1 unité
Barre granola tendre aux raisins secs;125;2.13;18.59;4.98;1 unité
Barre granola tendre avec grains de chocolat - 100 g;430.36;5.29;72.15;13.4;100 g
Barre granola tendre faible en gras - 100 g;402.15;6.37;74.66;8.67;100 g
Barre granola tendre salée et sucrée - 100 g;465.32;9.74;64.65;18.64;100 g
Barre granola, all bran - 100 g;498.52;6.29;65.06;23.68;100 g
Barre grany equilibre fruits rouges;66;0.88;13;1.1;1 unité
Barre hyper protéinée x-treme power flash de inkospor;372;26;49;8;100 g
Barre hyperproteinee milical choco banane;85;9.5;7.1;1.9;1 unité
Barre isostar cereal max;379;15;56.9;9.7;100 g
Barre isostar pulse chocolat;413;5.4;72;11.4;100 g
Barre kinder;68.2;1.2;6.4;4.2;1 unité
Barre lion;220;0;30.4;10;1 unité
Barre macumba noisette ;545;7.5;59;31;100 g
Barre mémoire orange-chocolat gerblé : par unité de 20g;85;1.1;13;3.3;1 unité
Barre milical hyperprotéiné saveur chocolat noix de coco;85;9.2;7.6;1.8;1 unité
Barre mousse nougat à la fraise enrobée de chocolat noir weight watchers, par barre de 20 g;78;0.4;14.8;2.2;1 unité
Barre muesli chocolat raisin nestlé;160;2.3;28.1;3.9;1 unité
Barre muesli+ ravensbergen;423;5.8;66.9;14.7;100 g
Barre nutrisvelte personnelle;260;14;33;8;1 unité
Barre patissière a la vanille et aux oeufs frais (lidl);349;5.5;55.5;11.5;100 g
Barre protein pack inko;388;32;43;10;100 g
Barre protéinée au chocolat (lafay);314;33.3;5.2;18.2;100 g
Barre proteinee gerlinea saveur chocolat noisette 25g;88;4.6;12.6;1.9;1 portion
Barre protéinée oats & whey myprotein;315;21.9;45;9.7;100 g
Barre proteinéee gaylord hauser praliné;424;21;51;15;100 g
Barre proteinnee scientec;182;15;18;5.5;1 portion
Barre protergy eafit;389;33;40.6;35.6;100 g
Barre sablée fruitolu aux pruneaux;380;3.5;73;7.4;1 unité
Barre saveur cafe;124;10;9.1;5.7;100 g
Barre saveur nougat dietline;124;10;7.5;13.8;1 portion
Barre spécial k au chocolat eu lait;79;2;13;2;1 unité
Barre special k chocolat lait;79;2;13;2;1 portion
Barre spécial k framboise et chocolat;411;4;75;10;100 g
Barre special k red berry;88;1.5;18;1;1 part
Barre substitut de repas agir fruits rouges;320;28.5;23;10.5;100 g
Barre taillefine céréales et chocolat;375;5.5;73;6.5;100 g
Barre tendre ganola kashi;150;6;16;5;1 portion
Barre vel fruits et noix;436;10;70;13;100 g
Barre x-treme protein flash inkosport;386;31.7;41.6;10.9;100 g
Barre-céréales croustillantes au chocolat 'weight watchers', par barre de 30 g;111;1.6;22.5;3.1;100 g
Barre-céréales raisin-noix de coco farham - netto, 1 barre;87;1.2;15.2;2.4;1 unité
Barres aux céréales chocolat noir auchan;411;7.6;63.6;14;100 g
Barres aux céréales fruits rouges auchan;377;5.5;73.6;6.7;100 g
Barres céréales abricot amandes u;458;5.3;64;19.2;100 g
Barres céréales amandes et noisettes monoprix;423;8.8;63;14;100 g
Barres céréales bio chocolat (mieux vivre);408;5.8;72.3;3.8;100 g
Barres cereales chocolat (casino)-25gr;95.5;1.6;17.5;1.6;1 part
Barres céréales et fruits rouges taillefine;370;5;72;6.5;100 g
Barres céréalières abricot-pomme (auchan);388;5.3;78.2;6;100 g
Barres céréalières chocolat cacahuètes auchan;452;9.9;63.4;17.6;100 g
Barres céréalières fruits rouges (monoprix);80;0.9;16.2;1.2;1 unité
Barres de céréales camus;321.2;20;41;9;100 g
Barres de céréales choco (marque repère);430;7.5;64;14;100 g
Barres de céréales maison lafay recette 2;370;23;45;10;100 g
Barres glacées bounty;140;2.2;11.9;9.3;100 g
Barres glacées twix;340;4.6;36.2;19.6;100 ml
Barres kellogg's frosties choco ;417;7;68;13;100 g
Barres minceurs;228;15;26.4;7.4;1 unité
Barres protéinées ken (lafay);308.3;19.3;39.3;8.6;100 g
Barres substituts de repas goût chocolat - carrefour;369;30.8;31.8;10.2;100 g
Basic tri-pro80 ap fraise;379;82.6;4.6;2.8;100 g
Basic whey pro;365;79.6;5.1;4.6;100 g
Basmati selection golden sun lidl;365;8.8;78;2;100 g
Bastogne lu;485;4.8;72;20;100 g
Bâton de berger à croquer;515;30;2;43;100 g
Baton de berger justin bridou aux noisette;438;27;1;36;100 g
Batonnet a base de surimi;127;8.6;10.7;5.5;100 g
Batonnet de crabe carrefour discount;123;8.2;10.9;5.2;100 g
Batonnet de saumon coraya;157;8.2;8.3;10.1;100 g
Batonnet haggen dazs cookies and cream (100ml);343;4;24;26;100 ml
Batonnet surimi (pack de 3 unités = 50g);56;4;5.8;1.8;1 portion
Bâtonnet trofi'fruit fruits rouges (eleclerc);95;0.5;18;2.5;1 portion
Bâtonnets à base de surimi (golden seafood);115;7.9;11.2;4.3;100 g
Batonnets au chocolat au lait u;506;7;62;25;100 g
Bâtonnets coraya;112;8.4;9.8;4.3;100 g
Bâtonnets de colin d'alaska panés (u);223;12.1;15.8;12.4;100 g
Batonnets de poisson surgelés super croustillants u;224;3.8;17.6;11.1;100 g
Bâtonnets de poulet croustibat findus;260;15;17;15;100 g
Bâtonnets de surimi saveur crabe (odyssee);82;4.9;8.8;3.1;1 portion
Batonnets enrobés de chocolat au lait marque auchan;513;6.8;61.5;26.6;100 g
Bâtonnets pleine saveur coraya;115;8.3;10.4;4.4;100 g
Batonnets saveur crabe "ronde des mers";120;9;9.5;4.5;100 g
Bâtons de surimi odyssée;92;5.5;9.9;3.4;1 portion
Bavarois fruit passion Milsa Aldi;250;2.1;32.1;12;100 g
Bcaa weider 211;4.3;0.997;0.144;0;1 unité
Becel orginal à tartiner 45%;410;0;0;45;100 g
Beguel;200;8;34;3.5;1 portion
Beignet;402;6.6;45.2;21.7;100 g
Beignet asiatique (le gaulois);215;11;18;11;100 g
Beignet de crabe bleu;93;12.13;0.29;4.51;1 unité
Beignet de poulet " le gaulois ";227;12;15;13;100 g
Beignets de crevette sauce aigre-douce (traditions d'asie);310;9;28;18;100 g
Belin best of extra-fins;505;9.9;55;27;100 g
Belvita (petit déjeuner de lu) goût noisette et chocolat;465;8;68;17;100 g
Belvita brut;445;7.9;67;15;100 g
Belvita chocolat & céréales complètes;460;8.2;65;17;100 g
Belvita délices framboise;350;3.4;69;7.7;100 g
Belvita petites tendresses cranberry-fraise;24;0.28;4.2;0.63;1 unité
Benco ( chocolat en poudre );391;5.6;87;2.3;100 g
Benoiton complet aux fruits (paul);271;7.7;52.7;1.38;100 g
Berblé mes instants malins;435;8.1;70.1;13.6;100 g
Bette à carde bouillie et égouttée;20;1.88;4.13;0.08;100 g
Betterave rouge cuite;23;1;4;0;100 g
Betteraves rouges;78;1;5;6;100 g
Betteraves rouges assaisonnées bonduelle;30;0.8;6.5;0.1;100 g
Bettes;22;0;2;0;100 g
Beurre;760;1;0;84;100 g
Beurre alpro soya minarine;361;0;0;40;100 g
Beurre bridelight 15% mg;163;0;7;15;100 g
Beurre de baratte doux casino bio;743;0.7;0.6;82;100 g
Beurre de cacahuete calvé;660;21;11;58;100 g
Beurre de cacahuete myprotein;579;29.6;11.6;46;100 g
Beurre de cacahuètes;592;22.4;21;51.5;100 g
Beurre de cacahuette bio;609;26.1;8.9;52.1;100 g
Beurre de cacao;900;0;0;100;100 g
Beurre demi sel lidl;726;0.7;0.8;80;100 g
Beurre demi-écrémé balade au sel marin;385;1.9;1.9;41;100 g
Beurre demi-sel elle&vire;;726;0.7;0.8;80;100 g
Beurre demi-sel président;725;0.7;0.5;80;100 g
Beurre doux 38% "légère à tartiner" marque repère;340;0;0.5;38;100 g
Beurre doux carrefour;743;0.8;0.5;82;100 g
Beurre doux gastronomique elle & vire;744;0.7;0.8;82;100 g
Beurre doux leader price;742;0.6;0.4;82;100 g
Beurre doux tartine légère carrefour;346;0.3;0.5;38;100 g
Beurre du québec;700;1;0;80;100 g
Beurre d'amandes;627;25.3;6.5;55.5;100 g
Beurre d'amandes au miel et à la cannelle, salé;602;15.83;26.97;52.2;100 g
Beurre d'arachide crémeux kraft;80;3;6;6;1 portion
Beurre d'arachide tout naturel kraft;90;4;3;7;1 portion
Beurre elle & vire 10%;114;0;3.9;10.9;100 g
Beurre fruit d'or doux tartine&cuisson;;541;0.1;0.1;60;100 g
Beurre le fleurier;535;0.4;0.5;59;100 g
Beurre léger 20 % elle et vire;212;0.2;7.8;20;100 g
Beurre léger champré aldi;365;0.5;0.7;40;100 g
Beurre milbona de lidl;726;0.7;0.8;80;100 g
Beurre omega 3;487;0.1;0.1;54;100 g
Beurre president demi-sel;724;1;1;80;100 g
Beurre printiligne 20%;214;0.3;8.1;20;100 g
Beurre st hubert 41;408;21.6;30.2;20.5;100 g
Beurre st hubert 5 céréales;494;2;8;50;100 g
Beurre tartinable doux 25% mat gr;231;0.2;1.2;25;100 g
Beurre tendre demi sel leader;725;0.7;0.5;80;100 g
Beurre tendre doux auchan;741;0.7;0.1;82;100 g
Beurre tendre elle et vire 20%;214;0.3;8;20;100 g
Beurre tendre président demi-sel 250g;723;0.8;0;80;100 g
Bicuits de son d'avoine dukan aux pépites de chocolat;389;14.9;45.7;13.2;100 g
Biere brune 65 pelforth;47.2;0.48;5.2;0;100 ml
Biere et blé;301;37;26;6;100 g
Bière légère (4% alcool par volume);103;0.99;5.17;0;1 canette
Bière volsberg (sans alcool);26;0.4;4.9;0;100 ml
Bifidus actif paturages;59;3.5;4;3.2;100 g
Bifidus aux fruits avec morceaux 0% auchan;41;4.1;6.2;0;100 g
Bifidus coco leader price;90;3.7;11.8;3.1;100 g
Bifidus fruit lidl;98;3.2;14.5;1.9;100 g
Bifidus muesli carrefour;108;3.4;15.5;3.2;100 g
Bifidus pruneaux leader price;103;4;16;2.6;100 g
Bifteaks bio boeuf valtero par 2;138;29;0;2.4;100 g
Big king - burger king;542.6;29.4;30.4;33.6;1 unité
Bigorneau;101.1;20;0.1;2.3;100 g
Bio express - lentilles riz et soja;159;7.1;16.9;6.3;100 g
Bio-flan rose (natali);291;0.7;75;0.1;100 g
Bircher muesli;158;3.5;22;6;100 g
Birchermuesli manor food;352;12;59;6;100 g
Biscotte (Knusperbrot) sans gluten Schär;362;6;79.1;1.9;100 g
Biscotte au froment épi d'or;400;9.5;71;7.5;100 g
Biscotte au son;128;4;22.1;2;1 portion
Biscotte au son Pasquier;386;12;67;6;100 g
Biscotte baguettine brioché (jacquet);398;12;70;8;100 g
Biscotte bio nature son et germe de blé;32;1.2;5.6;0.5;1 portion
Biscotte carrefour discount;372;12;71;4.4;100 g
Biscotte céréales;430;11.5;59.5;16;100 g
Biscotte heudebert forme + unité;32;1.2;5.1;0.49;1 tranche
Biscotte la gourmande pelletier;53;1.5;8.8;2.2;1 tranche
Biscotte pelletier "la gourmande";420;9.5;75;9;100 g
Biscotte ronde auga pasquier;422;10;73;10;100 g
Biscotte sondey (lidl);410;9.5;76;7.5;100 g
Biscotte 'la briochée' jacquet;427;11;71;11;100 g
Biscottes 6 céréales ( champion );405;16;65;9;100 g
Biscottes 6 céréales Auchan;406;13;65;9;100 g
Biscottes 6 céréales heudebert : par unité;34;1.06;5.9;0.74;1 unité
Biscottes au froment epi d'or (leclerc);390;9.5;71;7.5;100 g
Biscottes au froment u;96;2.3;1.7;1.8;100 g
Biscottes au germe de blé, carrefour bio;406;0;77;6;100 g
Biscottes aux 6 céréales (leader price);380;14;64;7.5;100 g
Biscottes aux céréales reva;124;4.6;22;1.9;1 tranche
Biscottes braisor heudebert;390;11;71;7;100 g
Biscottes complète bio carrefour;125;5;21.1;5;1 portion
Biscottes complètes bio auchan;421;14;71;9;100 g
Biscottes complètes, carrefour bio;410;0;76;6;100 g
Biscottes épi d'or très pauvres en sel;400;11;72;6.5;100 g
Biscottes gerblé pom'son;342;15.7;56.6;5.9;100 g
Biscottes grillettines briochées aux pépites de chocolat auga;459;13.5;63.5;16;100 g
Biscottes heudebert muesli;395;10;72;7.5;100 g
Biscottes heudebert 'pacte forme';360;15;62;6;100 g
Biscottes les grilletines minceur sans sucres ajoutés auga;395;13;75.7;4.5;100 g
Biscottes nature chabrior (intermarché);382;10.1;75.3;3.6;100 g
Biscottes plaisir de pavot heudebert;400;11;70;6.5;100 g
Biscottes Top Budget Intermarché Sans Huile de Palme;391;10.1;79.8;3.5;100 g
Biscottes "pain des fleurs" chataigne;363;5.5;81.8;1.6;100 g
Biscuit , thé de lu ;32;0.5;5.3;1;1 unité
Biscuit 4s pommes;454;9;64.3;17;100 g
Biscuit à l'avoine avec raisins secs - 1 biscuit moyen (14 g);63.18;0.92;9.7;2.3;1 unité
Biscuit à l'avoine avec raisins secs, recette maison;65;0.98;10.26;2.43;1 unité
Biscuit au beurre - 1 petit biscuit (5 g);23.42;0.3;3.44;0.94;1 unité
Biscuit au beurre au blé complet;423;8.7;71.1;11.5;100 g
Biscuit au beurre d'arachide - 100 g;486.4;9.6;58.9;23.6;100 g
Biscuit au carré de chocolat, commercial (1 petit);115;1.36;18.12;4.62;1 unité
Biscuit au gingembre;29;0.39;5.38;0.69;1 unité
Biscuit au gingembre - 1 gros biscuit (32 g);133.86;1.79;24.61;3.14;1 unité
Biscuit au sésame (gerblé);487;2.7;12.7;4.2;100 g
Biscuit au sucre - 100 g;481.9;5.1;67.9;21.1;100 g
Biscuit aux figues - 100 g;364.1;3.7;70.9;7.3;100 g
Biscuit avec grains de chocolat (cookie) - 100 g;455;5.8;73.3;15.4;100 g
Biscuit bio sésame epeautre leader price;273;5.4;34;13;1 portion
Biscuit carrefour kids;469;6.5;68;19;100 g
Biscuit choco noir eco +;509;6.6;66;24.3;100 g
Biscuit chocolat amande (gerblé);471;10.6;59.9;19.8;100 g
Biscuit cuillers carrefour;354;6.9;74;3.1;100 g
Biscuit de son d'avoine pépites de chocolat dukan;145.88;5.59;17.14;4.95;1 portion
Biscuit déli matin;240;6.5;66;20;1 portion
Biscuit digestif au son d'avoine (1 unité);44;0.58;6.16;1.71;1 unité
Biscuit épautre & abricots;408;9.7;52;17.3;100 g
Biscuit fourré au chocolat goutak chabrior (intermarché);467;6.6;71.3;17.3;100 g
Biscuit fruit & form ananas-noix de coco;395;5.8;72;9.1;100 g
Biscuit fruit and form poire chocolat;387;6.3;70;9.1;100 g
Biscuit gerblé 4s aux pomme;454;9;64.3;9.8;100 g
Biscuit Gerblé Croquant avoine aux pépites de chocolat;431;8.2;17.6;17.4;100 g
Biscuit gerblé lait chocolat;452;10.1;61.6;18.3;100 g
Biscuit gerblé pepites de chocolat;93;1.9;13.6;3.4;1 part
Biscuit gerblé raisin;426;11.1;60.5;15.1;100 g
Biscuit gerblé sésame  1 biscuit;56;1.3;6.3;2.7;1 unité
Biscuit gerblé soja orange;456;10.8;61;18.7;100 g
Biscuit gourmand sésame vanille;454;5.7;68.9;20.3;100 g
Biscuit lait chocolat (forme et vit dia);449;10.1;61.1;18.2;100 g
Biscuit lu ptit dej allégé pépites de chocolat;450;7.7;69;16;100 g
Biscuit ma pause gerlinéa vanille-citron;89;4.5;10.4;3.2;1 portion
Biscuit mcvities wholesense;452;8.3;58;20.8;100 g
Biscuit moelleux au beurre d'arachides - 100 g;471.6;5.3;57.7;24.4;100 g
Biscuit moelleux au raisins secs - 100 g;410.8;4.1;68;13.6;100 g
Biscuit moment myrtille spécial k;99;1;18;2.5;1 portion
Biscuit orange sondey;387;3.6;66.5;11.9;100 g
Biscuit ourson fourré au chocolat (lu) = unité de 30 g;117;1.8;17.4;4.5;1 unité
Biscuit Petit déj Belvita chocolat et 5 céréales;460;8.2;65;17;100 g
Biscuit petit déjeuner brut de céréales;435;7.7;67;15;100 g
Biscuit petit déjeuner croc'matin lait céréales & pépites de chocolat;449;7.5;61.5;18;100 g
Biscuit petit nature Gayelord hauser;430;7.1;75;14.6;100 g
Biscuit pomme noisette;65;2.5;8.6;1.5;1 unité
Biscuit prestige crispy oat flakes;408.5;7;60.7;15.25;100 g
Biscuit regime hyperproteine gerlinea abricot;379;19.8;53.4;9.6;100 g
Biscuit sablé - 100 g;499.3;6.1;64.5;24.1;100 g
Biscuit sec dar-vida au sésame;400;14;56;13;100 g
Biscuit sésame chocolat gerblé;474;10.4;56.7;22.8;100 g
Biscuit soja figue gerblé;428;11.9;57.5;16.2;100 g
Biscuit "meringués noisettes" carrefour;546;10.1;51.4;32.7;100 g
Biscuit, carré au chocolat - 1 biscuit moyen (56 g);236.05;2.69;35.78;9.13;1 unité
Biscuit, carré au chocolat - 1 petit biscuit (28 g);119.5;1.36;18.12;4.62;1 unité
Biscuit, craquelin graham à la cannelle - 1 biscuit moyen (7 g);29.83;0.48;5.38;0.71;1 unité
Biscuit, craquelin graham avec enrobage au chocolat - 1 biscuit moyen (14 g);69.73;0.81;9.31;3.25;1 unité
Biscuit, gaufrette au chocolat - 1 biscuit moyen (6 g);26.61;0.4;4.34;0.85;1 unité
Biscuite ronds nappées au choco noir (p'tit déli);50;0.75;6.5;2.25;1 unité
Biscuits apéritif curly à la cacahuète;540;8.5;56;25;100 g
Biscuits apéritif minizza belin;530;11;54;30;100 g
Biscuits au cacao fourrés (dia-ed);485;6;68;21;100 g
Biscuits bastogne lu : par unité;58;0.5;8.6;2.4;1 unité
Biscuits choco - coco gerblé ;444;7.7;69.7;14.9;100 g
Biscuits chocolat gaufre lidl;569;7.6;47;29;100 g
Biscuits croustillants sésame (carrefour);487;11.6;56.4;22.6;100 g
Biscuits de regime hyperproteines gerlina citron vanille;444;22.7;52.2;16;100 g
Biscuits de son d'avoine saveur miel (gayelord hauser);379;19;39;13;100 g
Biscuits fourrés chocolat lidl;485;6;69;20;100 g
Biscuits fromage et graines carrefour;514;18;52;26;100 g
Biscuits génoises fourrées à l'orange grand jury : par unité;47;0.4;8.6;1.3;1 unité
Biscuits germe de ble figue (carrefour agir forme et equilibre);434;9.8;64.8;13.4;100 g
Biscuits hyperprotéinés gerlinéa citron-vanille;455;22.8;53.1;16.4;100 g
Biscuits lu petit déjeuner sablé lait et céréales;445;8.3;67;16;100 g
Biscuits matin 'tom & pilou' céréales et pépites au chocolat;459;7;65;19;100 g
